PCT_LACCESS_POP10,PCT_LACCESS_LOWI10,PCT_LACCESS_SENIORS10,REDEMP_SNAPS11,SNAP_PART_RATE07,SNAP_PART_RATE09,PCT_NSLP11,PCH_NSLP_09_11,PCT_FREE_LUNCH09,PCT_REDUCED_LUNCH09,PCT_SFSP09,PCT_WIC09,PCT_CACFP09,PCT_ADULTPA09,PCT_HSPA09,y2,y1,RECFAC09,PCH_RECFAC_07_09,RECFACPTH09,PCH_RECFACPTH_07_09,FOODINSEC_99_01,FOODINSEC_06_08,FMRKT09,FMRKTPTH09,PCH_FMRKTPTH_09_12,SLHOUSE07,CSA07,AGRITRSM_OPS07,AGRITRSM_RCT07,FARM_TO_SCHOOL,SODATAX_STORES11,SODATAX_VENDM11,CHIPSTAX_STORES11,CHIPSTAX_VENDM11,FOOD_TAX11,FFR09,PCH_FFR_07_09,FFRPTH09,PCH_FFRPTH_07_09,FSR09,PCH_FSR_07_09,FSRPTH09,PCH_FSRPTH_07_09,PC_FFRSALES07,PC_FSRSALES02,PC_FSRSALES07,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,PCT_NHNA10,PCT_NHPI10,PCT_65OLDER10,PCT_18YOUNGER10,MEDHHINC10,POVRATE10,PERPOV00,CHILDPOVRATE10,PERCHLDPOV00,METRO00,POPLOSS00,PCH_GROC_07_09,GROCPTH09,PCH_GROCPTH_07_09,SUPERCPTH09,PCH_SUPERCPTH_07_09,CONVSPTH09,PCH_CONVSPTH_07_09,SPECSPTH09,PCH_SPECSPTH_07_09,SNAPSPTH08,WICS08,WICSPTH08
4.543681276,1.146443899,0.755592518,310639.52,73,71,12.05897508,-0.21181947,34.74243474,9.193809194,0.858041887,2.648824643,0.953634165,63.5,23.4,10.8,32.6,2,100,0.065316786,96.73416068,8.5,11.2,0,0,0,3,1,0,0,0,7,7,0,7,0,22,-4.347826087,0.718484651,-5.90974924,16,6.666666667,0.522534291,4.924885696,652.9673209,452,565.7680267,93.83215369,0.52135996,4.151921132,0.50872093,0.195904954,0.018958544,14.09567745,28.81698686,42318,14.7,0,23.7,0,0,0,-33.33333333,0.195950359,-34.42194644,0.032658393,0,0.195950359,-15.68535971,0.032658393,-67.21097322,0.63,7,0.230885942
26.38594109,7.072361692,3.562546014,313018.6132,73,71,12.05897508,-0.21181947,23.06251463,5.385155701,0.858041887,2.648824643,0.953634165,63.5,23.4,10.6,33.5,5,-28.57142857,0.09900598,-29.71424045,8.5,11.2,0,0,,0,2,4,13000,0,7,7,0,7,0,19,-20.83333333,0.376222724,-22.09994984,36,9.090909091,0.712843056,7.34552367,652.9673209,452,565.7680267,96.88093192,0.581453434,1.003057126,0.37364877,0.157851619,0.047954922,13.12166563,25.0064939,55817,10.1,0,14.2,0,1,0,-14.28571429,0.118807176,-15.65708855,0.019801196,-1.599936636,0.376222724,-10.97137124,0.019801196,-50.79996832,0.32,4,0.079861042
13.75814979,4.39376014,2.262165974,236522.2574,73,71,12.05897508,-0.21181947,34.5819398,8.963210702,0.858041887,2.648824643,0.953634165,63.5,23.4,10.4,30.8,1,-50,0.039873998,-50.0817417,8.5,11.2,0,0,,0,8,3,11000,0,7,7,0,7,0,18,-5.263157895,0.717731967,-5.418036898,19,-13.63636364,0.757605965,-13.77755384,652.9673209,452,565.7680267,96.33255633,0.295260295,1.655011655,0.691530692,0.13986014,0.027195027,14.44055944,25.48562549,49551,13.6,0,21.7,0,0,0,-12.5,0.279117987,-12.64304797,0.039873998,-0.163483392,0.398739982,-0.163483392,0.119621994,-0.163483392,0.6,6,0.238882032
27.79132177,8.499198778,3.997968473,229552.8616,73,71,12.05897508,-0.21181947,31.49993529,9.770933092,0.858041887,2.648824643,0.953634165,63.5,23.4,9.7,31.4,7,133.3333333,0.166428911,132.0795689,8.5,11.2,1,0.023775559,-0.94672884,0,3,1,,0,7,7,0,7,0,24,-11.11111111,0.570613409,-11.58873567,35,9.375,0.832144555,8.787297908,652.9673209,452,565.7680267,95.69665822,0.333941217,2.441797125,0.440518201,0.198943704,0.040262416,13.12081093,26.374251,46781,10.6,0,15.6,0,0,0,0,0.19020447,-0.537327627,0.023775559,-0.537327627,0.427960057,-14.74628082,0.047551117,-0.537327627,0.501,7,0.166575447
24.25285118,6.952613959,3.658560605,290494.0127,73,71,12.05897508,-0.21181947,38.80606097,9.626970121,0.858041887,2.648824643,0.953634165,63.5,23.4,10.1,32.7,12,-14.28571429,0.104173901,-14.21056026,8.5,11.2,1,0.008681158,-2.097569267,0,4,0,,0,7,7,0,7,0,74,-5.128205128,0.642405723,-5.045021823,72,-7.692307692,0.625043406,-7.611372585,652.9673209,452,565.7680267,88.14491251,6.841957662,1.774438902,0.958604924,0.2167059,0.047590315,14.68246212,20.03297329,36362,24.2,0,27.5,0,1,1,-13.33333333,0.112855059,-13.25734426,0.026043475,50.13151955,0.486144871,-3.3636196,0.060768109,16.76895965,0.645,12,0.104441369
5.658663061,1.484316151,0.739476679,159919.2232,73,71,12.05897508,-0.21181947,19.51781119,7.855885142,0.858041887,2.648824643,0.953634165,63.5,23.4,9.5,31.9,6,-14.28571429,0.144861054,-14.63958915,8.5,11.2,1,0.024143509,-1.848385033,1,8,1,,0,7,7,0,7,0,32,-3.03030303,0.772592289,-3.430646307,40,-9.090909091,0.965740361,-9.466230913,652.9673209,452,565.7680267,92.60426365,0.260211511,6.018286424,0.451192437,0.12175034,0.011936308,14.5121631,25.46969371,51885,8.4,0,9.9,0,0,0,0,0.265578599,-0.412854004,0.024143509,-0.412854004,0.410439653,-10.89571148,0.120717545,-17.01071167,0.627,12,0.289561315
19.72637049,5.787542506,2.133926636,360159.136,73,71,12.05897508,-0.21181947,45.42246563,10.1374813,0.858041887,2.648824643,0.953634165,63.5,23.4,9.4,28.6,16,100,0.079799703,97.89727783,8.5,11.2,3,0.014962444,135.1641944,2,9,6,,0,7,7,0,7,0,121,-16.55172414,0.603485252,-17.42906684,134,-0.740740741,0.66832251,-1.784313965,652.9673209,452,565.7680267,77.21996973,5.562388957,14.11527696,0.951108277,0.219681209,0.030370674,12.12903487,28.4345436,42168,17.2,0,26.8,0,1,0,0,0.179549331,-1.051361084,0.024937407,23.68579865,0.309223848,-7.048248291,0.059849777,-20.84108887,0.487,19,0.094940662
21.42867736,9.148424604,4.049645095,461394.7832,73,71,12.05897508,-0.21181947,50.85152315,9.090909091,0.858041887,2.648824643,0.953634165,63.5,23.4,10.8,34.3,3,-25,0.124476163,-24.45230488,8.5,11.2,1,0.041492054,-0.757669343,0,1,0,0,0,7,7,0,7,0,23,0,0.954317248,0.730260155,6,-45.45454545,0.248952326,-45.05622173,652.9673209,452,565.7680267,96.35457429,1.309881781,0.918564897,0.325410883,0.123573753,0,16.6577419,23.96506982,36734,17,0,25.5,0,0,1,0,0.207460271,0.730260155,0,0,0.497904651,34.30701354,0,0,0.536,6,0.247565605
23.9293305,4.156957899,3.101924958,279222.5953,73,71,12.05897508,-0.21181947,33.47663855,5.759247242,0.858041887,2.648824643,0.953634165,63.5,23.4,9.6,31.3,8,-11.11111111,0.107489318,-13.02800395,8.5,11.2,2,0.02687233,48.87383483,0,1,0,0,0,7,7,0,7,0,58,-3.333333333,0.779297557,-5.417954299,34,0,0.456829603,-2.156504447,652.9673209,452,565.7680267,89.17509185,5.124835742,2.64421143,0.930569337,0.195768189,0.021454048,12.95288155,24.04328354,49117,12.4,0,19.3,0,1,0,0,0.161233977,-2.156504447,0.02687233,-2.156504447,0.376212614,-5.530418087,0.040308494,46.76524333,0.637,10,0.135543598
3.730154283,1.040882349,0.590075144,164821.305,73,71,12.05897508,-0.21181947,31.21351767,10.32258065,0.858041887,2.648824643,0.953634165,63.5,23.4,11.5,29.2,0,-100,0,-100,8.5,11.2,0,0,0,1,3,1,,0,7,7,0,7,0,10,-9.090909091,0.593401377,-7.801609736,16,14.28571429,0.949442203,15.90654776,652.9673209,452,565.7680267,96.27610209,0.150812065,2.163573086,0.203016241,0.278422274,0.005800464,17.65081206,24.21113689,43947,12.4,0,19.5,0,0,0,0,0.237360551,1.41822929,0,0,0.534061239,-17.02144876,0.059340138,0,0.528,5,0.29359953
9.07307697,4.268589829,0.996051967,214713.285,73,71,12.05897508,-0.21181947,26.52306353,8.703220191,0.858041887,2.648824643,0.953634165,63.5,23.4,12.4,28.5,3,0,0.129600829,-0.108000691,8.5,11.2,0,0,,0,3,6,,0,7,7,0,7,0,15,7.142857143,0.648004147,7.027142117,15,0,0.648004147,-0.108000691,652.9673209,452,565.7680267,97.89058778,0.147269026,0.909602807,0.238229307,0.116948932,0.008662884,14.12483216,26.13158921,48938,12.3,0,18.4,0,1,0,-8.333333333,0.475203041,-8.432333967,0,0,0.302401935,-0.108000691,0.043200276,-0.108000691,0.643,7,0.301737144
15.51058695,6.458235856,3.068987688,269134.41,73,71,12.05897508,-0.21181947,36.11199491,9.926821508,0.858041887,2.648824643,0.953634165,63.5,23.4,10.5,31.6,1,0,0.049346163,-0.236861584,8.5,11.2,1,0.049346163,-2.908202376,1,2,1,,0,7,7,0,7,0,13,18.18181818,0.641500123,17.90189086,25,4.166666667,1.233654083,3.91993585,652.9673209,452,565.7680267,93.29045882,0.691111538,4.233058169,0.484737954,0.350355155,0.023996928,16.45229411,24.77922826,40856,13.8,0,21.6,0,0,0,0,0.29607698,-0.236861584,0,0,0.246730817,24.70392302,0,0,0.64,5,0.246779527
10.3310404,3.737921087,1.546674786,203864.1907,73,71,12.05897508,-0.21181947,27.10693031,7.775004799,0.858041887,2.648824643,0.953634165,63.5,23.4,9.9,28.3,2,-50,0.061068702,-49.94961832,8.5,11.2,1,0.030534351,-2.253395016,0,1,3,2000,0,7,7,0,7,0,24,-7.692307692,0.732824427,-7.599295361,22,-12,0.671755725,-11.91132824,652.9673209,452,565.7680267,94.77360236,1.758051518,1.316300033,0.462645136,0.176103633,0.005969615,15.28818315,24.31125571,45383,12.1,0,15.9,0,1,0,0,0.183206107,0.100763359,0,0,0.366412214,-7.599295361,0.061068702,-33.26615776,0.673,8,0.244222609
20.5427608,7.889665522,2.968792834,260542.9621,73,71,12.05897508,-0.21181947,42.10665959,8.923675599,0.858041887,2.648824643,0.953634165,63.5,23.4,11.9,30.1,6,50,0.087214373,50.14826443,8.5,11.2,0,0,,0,5,4,95000,0,7,7,0,7,0,52,-10.34482759,0.755857899,-10.25620976,46,4.545454545,0.668643526,4.648790363,652.9673209,452,565.7680267,86.54315525,6.858309188,3.592583606,0.582349667,0.31115742,0.019982587,16.23299696,21.65113258,35976,19.8,0,29.7,0,0,1,22.22222222,0.159893017,22.34303028,0.029071458,100.1976859,0.74132217,-1.826134793,0.014535729,0.098842956,0.772,9,0.130500979
8.178253842,3.164217237,0.9667226,220773.5448,73,71,12.05897508,-0.21181947,33.80154871,10.33675491,0.858041887,2.648824643,0.953634165,63.5,23.4,12.6,31.2,1,-66.66666667,0.0308043,-66.47362638,8.5,11.2,1,0.0308043,-100,1,1,2,,0,7,7,0,7,0,20,11.11111111,0.616086006,11.75457872,21,0,0.646890306,0.579120845,652.9673209,452,565.7680267,97.52148349,0.147746118,0.97090306,0.289461782,0.247248605,0.012060908,16.03196141,23.76903362,41504,14,0,20.7,0,1,0,0,0.215630102,0.579120845,0.0308043,0.579120845,0.585281705,-4.449835197,0,-100,0.706,6,0.184326134
34.73713486,4.189907457,3.081629631,157508.6308,73,71,12.05897508,-0.21181947,9.933736895,4.170565432,0.858041887,2.648824643,0.953634165,63.5,23.4,7.9,22.1,60,20,0.214832771,12.53370189,8.5,11.2,3,0.010741639,64.59047888,0,1,4,73000,0,7,7,0,7,0,176,-2.222222222,0.630176127,-8.305872533,178,1.136363636,0.637337219,-5.156255035,652.9673209,452,565.7680267,86.43255429,3.421726415,3.433016837,4.779126558,0.159158536,0.026222917,8.627703783,30.20661473,82054,4.9,0,6.3,0,1,0,-10.25641026,0.125319116,-15.84018021,0.021483277,-6.221915091,0.207671678,4.598633168,0.042966554,40.66712736,0.267,18,0.066436354
32.6715874,8.380967639,3.905417119,193310.3466,73,71,12.05897508,-0.21181947,16.50575423,7.685178034,0.858041887,2.648824643,0.953634165,63.5,23.4,9.7,27.6,4,0,0.058536014,-3.083384552,8.5,11.2,1,0.014634004,190.663415,0,3,3,,0,7,7,0,7,0,39,0,0.570726139,-3.083384552,36,20,0.526824129,16.29993854,652.9673209,452,565.7680267,94.08159767,2.028513471,1.737093226,0.79140596,0.194280163,0.019999429,12.76677809,26.19639439,62195,8.5,0,10.6,0,1,0,0,0.058536014,-3.083384552,0.014634004,-3.083384552,0.278046068,-7.929215325,0.014634004,-51.54169228,0.297,5,0.074332863
5.470637095,1.076820855,0.843924482,261177.0965,73,71,12.05897508,-0.21181947,29.42614933,10.92272579,0.858041887,2.648824643,0.953634165,63.5,23.4,10.6,30.1,2,0,0.053245301,-1.735796816,8.5,11.2,2,0.053245301,-52.25493187,2,5,4,,0,7,7,0,7,0,19,-13.63636364,0.50583036,-15.13546089,13,-18.75,0.346094457,-20.16033491,652.9673209,452,565.7680267,96.49425871,0.424245504,1.475967889,0.388680012,0.213392948,0.02286353,13.84767808,23.64343055,48775,11,0,16.5,0,1,0,-33.33333333,0.106490602,-34.49053121,0.026622651,-1.735796816,0.346094457,-14.83769057,0.026622651,-1.735796816,0.567,5,0.134278655
36.89314387,5.865659663,3.848955293,378359.8564,73,71,12.05897508,-0.21181947,15.41996234,6.598870056,0.858041887,2.648824643,0.953634165,63.5,23.4,9.1,33.6,16,14.28571429,0.113793152,9.557608799,8.5,11.2,1,0.007112072,185.0526088,0,1,1,,0,7,7,0,7,0,101,-3.80952381,0.718319275,-7.789012594,98,7.692307692,0.696983059,3.236977523,652.9673209,452,565.7680267,88.46048072,4.804466201,3.010697981,2.051592322,0.158819647,0.032313954,10.70416919,27.43798471,66080,6.4,0,8,0,1,0,11.11111111,0.07112072,6.514341888,0.049784504,67.76008847,0.291594953,-12.65823965,0.028448288,-52.06854615,0.306,10,0.072554198
4.547273052,1.46622768,1.08375511,287847.6947,73,71,12.05897508,-0.21181947,37.97878977,9.182782283,0.858041887,2.648824643,0.953634165,63.5,23.4,10.4,31.1,5,-28.57142857,0.104543459,-29.97977831,8.5,11.2,1,0.020908692,94.16612537,1,4,1,,0,7,7,0,7,0,24,-14.28571429,0.501808602,-15.97573397,22,-15.38461538,0.459991218,-17.05296815,652.9673209,452,565.7680267,94.88698395,2.151146335,1.397032065,0.311350127,0.127370507,0.01010877,16.17605434,22.32825199,40732,16.2,0,23.5,0,0,0,12.5,0.188178226,10.28184916,0.020908692,-1.971689631,0.439082527,-6.427521921,0,-100,0.636,5,0.104043115
30.96660636,9.685456495,4.92908461,319281.307,73,71,12.05897508,-0.21181947,37.90011855,8.054238293,0.858041887,2.648824643,0.953634165,63.5,23.4,11.2,34.3,12,9.090909091,0.144761445,10.22268039,8.5,11.2,1,0.012063454,0.1147343,0,1,0,0,0,7,7,0,7,0,74,2.777777778,0.892695579,3.844053052,55,7.843137255,0.663489957,8.961963457,652.9673209,452,565.7680267,87.11692769,6.749081593,2.662171307,0.890612916,0.297273782,0.01570959,16.24250773,23.6671017,41786,16,0,24.5,0,1,0,-8.333333333,0.132697991,-7.382331061,0.036190361,1.037457024,0.518728512,3.443110763,0.09650763,1.037457024,0.78,9,0.107762491
20.57471828,7.295231539,3.403964874,221322.2679,73,71,12.05897508,-0.21181947,31.11261414,10.29759892,0.858041887,2.648824643,0.953634165,63.5,23.4,11.8,35.1,4,-33.33333333,0.105884533,-33.08626942,8.5,11.2,0,0,,1,1,0,0,0,7,7,0,7,0,25,-19.35483871,0.661778331,-19.05597108,31,0,0.82060513,0.370595865,652.9673209,452,565.7680267,96.14265704,0.417519664,1.699709083,0.449843767,0.334015731,0.016162052,14.72362892,23.69087383,46530,11.3,0,15.8,0,0,0,20,0.158826799,20.44471504,0.026471133,0,0.529422665,0.370595865,0.052942266,-33.08626942,0.559,5,0.132355666
15.32450949,4.83429226,2.096960521,257443.1265,73,71,12.05897508,-0.21181947,35.37059175,9.832635983,0.858041887,2.648824643,0.953634165,63.5,23.4,9.8,30.9,3,50,0.070818186,49.14309995,8.5,11.2,1,0.023606062,97.18847461,1,7,4,8000,0,7,7,0,7,0,34,6.25,0.802606109,5.64302913,24,9.090909091,0.566545489,8.467709053,652.9673209,452,565.7680267,91.62261658,0.625353974,5.687181423,0.840098169,0.193505758,0.042476874,14.31942609,24.57995092,46562,12.7,0,18.9,0,0,0,0,0.23606062,-0.571266701,0.023606062,-0.571266701,0.472121241,-23.516359,0.070818186,-0.571266701,0.569,6,0.142183464
7.231452224,1.765410718,0.910506649,146985.2886,73,71,12.05897508,-0.21181947,27.54222063,10.31261229,0.858041887,2.648824643,0.953634165,63.5,23.4,11.2,32.4,4,-33.33333333,0.12189176,-34.25971071,8.5,11.2,1,0.03047294,96.40890591,0,2,2,,0,7,7,0,7,0,20,5.263157895,0.609458801,3.800456773,23,-11.53846154,0.700877621,-12.76769306,652.9673209,452,565.7680267,92.56227971,0.621303543,5.445367107,0.36740546,0.158312922,0.026883326,14.04504451,25.67058964,55267,9.5,0,13.9,0,1,0,16.66666667,0.21331058,15.04550626,0,0,0.42662116,-23.30299583,0.06094588,97.22086787,0.799,6,0.183665973
19.32908902,8.948100056,3.06837461,297844.8254,73,71,12.05897508,-0.21181947,39.33701657,11.79558011,0.858041887,2.648824643,0.953634165,63.5,23.4,11,34.6,3,200,0.142065634,202.9549652,8.5,11.2,2,0.094710423,-0.905678085,1,4,0,0,0,7,7,0,7,0,8,-11.11111111,0.378841692,-10.23556587,19,5.555555556,0.899749017,6.595265531,652.9673209,452,565.7680267,95.77941938,0.272902649,2.714910836,0.362301793,0.09880958,0,15.37194749,26.55625088,38117,15.6,0,26,0,0,0,0,0.142065634,0.984988398,0.047355211,0,0.378841692,-10.23556587,0.094710423,0.984988398,0.514,4,0.188741566
14.71753405,5.274117426,2.621984122,322079.7115,73,71,12.05897508,-0.21181947,41.71610169,10,0.858041887,2.648824643,0.953634165,63.5,23.4,10,30.6,3,50,0.090881551,47.36443502,8.5,11.2,1,0.03029385,2.359763093,1,0,2,,0,7,7,0,7,0,20,-9.090909091,0.605877007,-10.6882212,28,21.73913043,0.84822781,19.60012118,652.9673209,452,565.7680267,93.94042186,1.634390033,2.328234859,0.650672259,0.181941532,0.015418774,14.62316517,22.61625756,41654,15.9,0,22.8,0,0,0,-11.11111111,0.242350803,-12.6729274,0.03029385,-1.75704332,0.333232354,-22.80910547,0.03029385,-1.75704332,0.701,6,0.182226812
18.32142374,8.122011056,2.166845062,264443.2765,73,71,12.05897508,-0.21181947,41.35573354,13.71361594,0.858041887,2.648824643,0.953634165,63.5,23.4,9.7,29.5,1,,0.035659523,0,8.5,11.2,1,0.035659523,-0.54263016,0,3,2,,0,7,7,0,7,0,12,0,0.427914275,0.313803801,13,0,0.463573797,0.313803801,652.9673209,452,565.7680267,95.91936897,0.722173532,2.001752848,0.217353199,0.105170903,0,12.62401402,26.39789658,41869,14.2,0,22.4,0,0,0,0,0.071319046,0.313803801,0,0,0.427914275,9.433240511,0.035659523,0.313803801,0.428,4,0.142627919
30.50646003,6.112458213,3.937495263,238362.44,73,71,12.05897508,-0.21181947,24.00654325,8.071337376,0.858041887,2.648824643,0.953634165,63.5,23.4,10.4,29.3,11,-21.42857143,0.077737967,-24.11830507,8.5,11.2,1,0.007067088,-0.109420003,1,0,5,,0,7,7,0,7,0,117,3.539823009,0.82684928,-0.004653021,97,8.988764045,0.685507523,5.257754561,652.9673209,452,565.7680267,92.30168846,1.099861085,3.057556533,1.94480645,0.180445959,0.032938548,12.29753534,26.42244404,58695,10.5,0,14.8,0,1,0,-21.42857143,0.077737967,-24.11830507,0.035335439,20.7208783,0.318018954,5.998819969,0.091872142,14.13610312,0.381,11,0.078727759
12.67413563,3.97232606,2.411433692,260605.4224,73,71,12.05897508,-0.21181947,38.0438968,8.875625722,0.858041887,2.648824643,0.953634165,63.5,23.4,10.1,32,4,33.33333333,0.105521408,33.14691218,8.5,11.2,0,0,,1,4,2,,0,7,7,0,7,0,22,-21.42857143,0.580367742,-21.53842675,29,11.53846154,0.765030206,11.38251307,652.9673209,452,565.7680267,94.05306972,2.585848075,1.534859521,0.556711759,0.166493236,0.028616025,15.77003122,21.31113424,39123,17.6,0,22.9,0,0,1,20,0.158282111,19.83222096,0.026380352,-0.139815865,0.55398739,4.853193342,0.13190176,149.6504603,0.762,5,0.131759249
22.60398198,7.054346909,2.925097128,222075.6941,73,71,12.05897508,-0.21181947,36.57272433,9.985422741,0.858041887,2.648824643,0.953634165,63.5,23.4,10.1,32.7,9,-10,0.117648597,-10.28118015,8.5,11.2,1,0.013072066,196.7531292,3,0,6,,0,7,7,0,7,0,42,-6.666666667,0.549026785,-6.958260892,58,-4.918032787,0.758179845,-5.215090136,652.9673209,452,565.7680267,89.88210657,0.700638589,7.283021795,0.829907702,0.23009902,0.024561131,13.53835415,25.61726001,47811,13.4,0,19.7,0,0,0,62.5,0.169936862,61.99231363,0.013072066,-0.312422385,0.379089923,-14.97236027,0.052288265,-33.54161492,0.446,7,0.0915703
1.40617258,0.499883868,0.28344212,49659.78481,73,71,12.05897508,-0.21181947,37.54345307,16.47078298,0.858041887,2.648824643,0.953634165,63.5,23.4,9.3,29.7,1,-50,0.02687883,-50.36689603,8.5,11.2,2,0.05375766,49.2857525,2,6,8,27000,0,7,7,0,7,0,7,-36.36363636,0.188151812,-36.83059495,25,0,0.671970756,-0.733792065,652.9673209,452,565.7680267,95.04955828,0.29357897,3.547188106,0.317819435,0.175070028,0.002693385,11.56000862,34.4914889,44151,16.1,0,26.9,0,0,0,-14.28571429,0.161272981,-14.91467891,0,0,0.349424793,-7.824235489,0.241909472,123.3489679,0.404,4,0.107518211
27.94094204,8.116291935,3.364085085,378291.0818,73,71,12.05897508,-0.21181947,45.14346778,6.775499068,0.858041887,2.648824643,0.953634165,63.5,23.4,12.1,34.2,42,-4.545454545,0.084983944,-5.101519943,8.5,11.2,2,0.004046854,199.1845556,3,0,6,,0,7,7,0,7,0,367,-8.478802993,0.742597797,-9.011954877,296,2.777777778,0.598934463,2.179051278,652.9673209,452,565.7680267,55.27403958,25.30337396,16.66575942,1.205834619,0.184070725,0.012701485,13.28010806,25.65962037,45252,17.7,0,26,0,1,0,-4.87804878,0.157827325,-5.432176668,0.010117136,24.27181912,0.402662021,-3.492323882,0.056655963,-38.14025004,0.709,41,0.083089638
18.70444936,7.267155158,2.679806206,298092.1038,73,71,12.05897508,-0.21181947,43.16477273,8.960227273,0.858041887,2.648824643,0.953634165,63.5,23.4,10.8,31.2,7,0,0.063027291,-0.626671349,8.5,11.2,2,0.018007797,99.44152136,1,3,5,,0,7,7,0,7,0,79,-1.25,0.711307996,-1.868837957,90,1.123595506,0.810350882,0.489882906,652.9673209,452,565.7680267,81.36488826,10.61749217,5.466191788,0.511362107,0.22069312,0.011662645,14.23470624,22.77086492,44039,16.2,0,25,0,1,0,4.545454545,0.20708967,3.890298135,0.009003899,-0.626671349,0.486210529,7.323194943,0.054023392,-0.626671349,0.749,11,0.099319212
8.985846112,3.68902723,1.753057275,325761.2627,73,71,12.05897508,-0.21181947,33.79263302,9.604365621,0.858041887,2.648824643,0.953634165,63.5,23.4,13.1,28.5,5,0,0.109070285,0.242136032,8.5,11.2,1,0.021814057,296.9433921,0,6,7,21000,0,7,7,0,7,0,31,10.71428571,0.676235766,10.98236489,19,0,0.414467083,0.242136032,652.9673209,452,565.7680267,96.59253479,0.392335371,1.18134131,0.485542116,0.320804613,0.019508389,16.39138163,23.56613344,41305,15.2,0,22.6,0,0,0,28.57142857,0.196326513,28.88274633,0.021814057,0,0.545351424,8.958843514,0.065442171,-24.81839798,0.566,8,0.174459177
24.93344099,6.264639775,4.040086778,309324.021,73,71,12.05897508,-0.21181947,43.06808446,8.799072721,0.858041887,2.648824643,0.953634165,63.5,23.4,12.4,36.8,12,0,0.091312387,-0.381990153,8.5,11.2,2,0.015218731,100.277365,0,3,0,0,0,7,7,0,7,0,71,-10.12658228,0.540264958,-10.46988988,86,4.87804878,0.654405442,4.477424961,652.9673209,452,565.7680267,86.28110851,8.270533897,3.182260172,0.415539822,0.192196664,0.031146495,15.37117506,23.08563007,39449,18,0,27.7,0,1,0,4.761904762,0.167406043,4.361724601,0.015218731,99.23601969,0.357640184,-19.27506099,0.038046828,-16.98499179,0.586,17,0.129520849
25.09427694,8.06053423,2.690196718,409224.6586,73,71,12.05897508,-0.21181947,51.85455163,8.825839874,0.858041887,2.648824643,0.953634165,63.5,23.4,10.4,30.3,92,-3.157894737,0.103268794,-4.537239714,8.5,11.2,6,0.006734921,111.8123895,0,6,2,,0,7,7,0,7,0,743,-5.108556833,0.834007761,-6.460118069,600,-5.362776025,0.673492135,-6.710716357,652.9673209,452,565.7680267,59.54274607,26.39537831,9.349862131,2.005660881,0.216295676,0.036861034,10.63789514,25.07269815,39393,20.8,0,30.7,0,1,0,-4.666666667,0.160515626,-6.024521849,0.023572225,3.504460202,0.344603476,2.585534405,0.063981753,4.052102848,0.611,93,0.105310002
15.7875331,4.422131702,2.386846939,219985.1579,73,71,12.05897508,-0.21181947,36.43156791,10.71054012,0.858041887,2.648824643,0.953634165,63.5,23.4,9.4,29,5,-28.57142857,0.106602989,-29.12424122,8.5,11.2,1,0.021320598,-0.312433581,1,4,3,,0,7,7,0,7,0,39,-4.87804878,0.831503315,-5.614233423,29,-12.12121212,0.618297337,-12.80133919,652.9673209,452,565.7680267,89.47312491,0.416569255,8.439778113,0.446324201,0.170028267,0.004250707,14.67343946,26.8835944,43283,12.7,0,19,0,0,0,0,0.234526576,-0.773937701,0.021320598,0,0.447732554,-5.28421326,0.021320598,0,0.557,5,0.107096194
2.592638298,1.243780137,0.315173435,153484.2562,73,71,12.05897508,-0.21181947,29.55784373,11.02362205,0.858041887,2.648824643,0.953634165,63.5,23.4,10.1,29.7,1,0,0.100542932,1.508143977,8.5,11.2,0,0,0,0,0,2,,0,7,7,0,7,0,8,-11.11111111,0.804343455,-9.770538687,8,-20,0.804343455,-18.79348482,652.9673209,452,565.7680267,97.97754984,0.09676795,0.677375653,0.280627056,0.251596671,0,15.72479195,24.00812851,43854,13.2,0,18.9,0,0,0,0,0.301628795,1.508143977,0,0,0.502714659,-15.40988002,0,0,0.702,5,0.499300979
18.15745996,7.592875804,2.421625186,210551.1421,73,71,12.05897508,-0.21181947,36.09299214,10.75430674,0.858041887,2.648824643,0.953634165,63.5,23.4,11.2,32.2,3,50,0.083331019,52.68742535,8.5,11.2,0,0,0,0,8,8,,0,7,7,0,7,0,19,-5,0.527763118,-3.297963945,18,5.882352941,0.499986111,7.77935907,652.9673209,452,565.7680267,90.25553478,4.468471398,2.455084952,0.346855269,0.837330298,0.021678454,13.95008536,22.74340839,40466,17,0,23.8,0,0,1,-12.5,0.194439043,-10.93233521,0,0,0.444432099,1.7916169,0.027777006,-49.10419155,0.552,4,0.11045452
19.82864171,6.084094428,1.809614999,289517.4834,73,71,12.05897508,-0.21181947,25.73449794,7.803363892,0.858041887,2.648824643,0.953634165,63.5,23.4,8.5,25.6,8,14.28571429,0.061191084,11.80747537,8.5,11.2,3,0.022946657,24.69140218,0,3,1,,0,7,7,0,7,0,94,-12.14953271,0.718995242,-14.05453412,115,10.57692308,0.879621839,8.179107775,652.9673209,452,565.7680267,86.12999551,3.162189978,2.920115384,5.211126734,0.208734979,0.040587357,10.18090365,16.28640179,38348,24.3,0,18.1,0,1,0,-8.333333333,0.168275482,-10.32108747,0.015297771,95.66308189,0.328902079,-8.548776943,0.038244428,-18.47371588,0.419,12,0.092851229
